prub,Fcislo,lok,Lokcode,loctyp,klimabox,Otemp_act,Oprec_act,TreatTemo,TreatPrec,Tmcomb,Treatment,length,weight,SRzL,,changeTc,changeMc,changemerged,changeT,changeM,SRzL,Total biomass,Total biomass log,Aboveground,koreny-vaha,rhi-del,rhi-vah,biomass excluding rhizome,total ramets,ramets per unit length,1odnoze extra-pocet,ext ramets per length,logext ramets per length
827,411,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,46.6,0.0886,525.9593679,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,525.9593679,1.8716,0.587890481,0.23,1.205,46.6,0.0886,1.783,7,0.150214592,0,0.001,0.000434077
831,418,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,9.6,0.0201,477.6119403,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,477.6119403,4.3111,0.800105062,0.864,2.844,9.6,0.0201,4.291,6,0.625,0,0.001,0.000434077
834,658,Fau,T3_M1,LOW1,D,3,1,3,1,31,Warm_Dry,15.1,0.0318,474.8427673,Mc,Tc0,Mc0,Tc0_Mc0,0,0,474.8427673,3.6668,0.753337885,0.54,2.503,15.1,0.0318,3.635,11,0.728476821,0,0.001,0.000434077
840,307,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,25.7,0.0434,592.1658986,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,592.1658986,1.9264,0.593994541,0.311,1.334,25.7,0.0434,1.883,8,0.311284047,0,0.001,0.000434077
851,432,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,140,0.3412,410.3165299,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,410.3165299,3.2432,0.719596424,0.828,1.447,140,0.3412,2.902,8,0.057142857,0,0.001,0.000434077
852,316,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,57.3,0.1463,391.6609706,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,391.6609706,3.0273,0.701334802,0.514,1.922,57.3,0.1463,2.881,8,0.139616056,0,0.001,0.000434077
853,579,Ulv,T1_M1,ALP1,D,1,1,3,1,31,Warm_Dry,6.5,0.0083,783.1325301,Mc,Tc2,Mc0,Tc2_Mc0,2,0,783.1325301,3.4063,0.732900141,0.928,2.3,6.5,0.0083,3.398,23,3.538461538,0,0.001,0.000434077
855,433,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,9.9,0.0125,792,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,792,2.9255,0.692450323,0.448,2.024,9.9,0.0125,2.913,18,1.818181818,0,0.001,0.000434077
856,318,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,83.3,0.249,334.5381526,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,334.5381526,2.121,0.615002615,0.38,1.333,83.3,0.249,1.872,9,0.108043217,0,0.001,0.000434077
858,687,Fau,T3_M1,LOW1,D,3,1,3,1,31,Warm_Dry,29,0.0402,721.3930348,Mc,Tc0,Mc0,Tc0_Mc0,0,0,721.3930348,3.7482,0.75953187,0.676,2.338,29,0.0402,3.708,12,0.413793103,0,0.001,0.000434077
866,591,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry,49.3,0.0584,844.1780822,Mc,Tc1,Mc0,Tc1_Mc0,1,0,844.1780822,3.0514,0.70341176,0.405,2.034,49.3,0.0584,2.993,14,0.283975659,0,0.001,0.000434077
867,472,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,16.3,0.0407,400.4914005,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,400.4914005,3.7987,0.763330641,0.952,2.406,16.3,0.0407,3.758,8,0.490797546,0,0.001,0.000434077
869,55,Hog,T2_M2,INT2,D,2,2,3,1,31,Warm_Dry,5.2,0.0065,800,Mc,Tc1,Mc-1,Tc1_Mc-1,1,-1,800,2.5755,0.66043856,0.725,1.505,5.2,0.0065,2.569,10,1.923076923,0,0.001,0.000434077
872,594,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry,25,0.0445,561.7977528,Mc,Tc1,Mc0,Tc1_Mc0,1,0,561.7977528,2.8345,0.684351565,0.672,1.642,25,0.0445,2.79,11,0.44,0,0.001,0.000434077
874,186,Gud,T1_M3,ALP3,D,1,3,3,1,31,Warm_Dry,1.8,0.0039,461.5384615,Mc,Tc2,Mc-2,Tc2_Mc-2,2,-2,461.5384615,2.7129,0.673288225,0.578,1.796,1.8,0.0039,2.709,8,4.444444444,0,0.001,0.000434077
880,483,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,1.7,0.0022,772.7272727,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,772.7272727,3.9622,0.77540654,0.953,2.687,1.7,0.0022,3.96,8,4.705882353,0,0.001,0.000434077
882,64,Hog,T2_M2,INT2,D,2,2,3,1,31,Warm_Dry,40.2,0.0756,531.7460317,Mc,Tc1,Mc-1,Tc1_Mc-1,1,-1,531.7460317,2.0676,0.609338239,0.429,1.233,40.2,0.0756,1.992,8,0.199004975,0,0.001,0.000434077
884,362,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,59.2,0.1226,482.8711256,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,482.8711256,3.1846,0.714715256,0.77,1.872,59.2,0.1226,3.062,4,0.067567568,0,0.001,0.000434077
885,122,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,60.8,0.1052,577.9467681,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,577.9467681,3.0952,0.707161236,0.897,1.7,60.8,0.1052,2.99,7,0.115131579,0,0.001,0.000434077
887,490,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,6.3,0.0105,600,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,600,3.2915,0.7235788,1.143,1.721,6.3,0.0105,3.281,13,2.063492063,0,0.001,0.000434077
888,200,Gud,T1_M3,ALP3,D,1,3,3,1,31,Warm_Dry,13.1,0.0175,748.5714286,Mc,Tc2,Mc-2,Tc2_Mc-2,2,-2,748.5714286,2.2505,0.628440021,0.467,1.413,13.1,0.0175,2.233,10,0.763358779,0,0.001,0.000434077
893,125,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,34.1,0.1024,333.0078125,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,333.0078125,3.5054,0.740788879,1.052,1.85,34.1,0.1024,3.403,15,0.439882698,0,0.001,0.000434077
902,513,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,36.5,0.1022,357.1428571,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,357.1428571,4.5092,0.813527616,1.564,1.986,36.5,0.1022,4.407,19,0.520547945,0,0.001,0.000434077
906,378,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,94.1,0.1652,569.6125908,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,569.6125908,3.7862,0.762393441,0.701,2.587,94.1,0.1652,3.621,8,0.08501594,0,0.001,0.000434077
907,135,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,64.4,0.1035,622.2222222,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,622.2222222,5.2755,0.861862845,1.003,3.699,64.4,0.1035,5.172,10,0.155279503,0,0.001,0.000434077
913,386,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,7.2,0.0167,431.1377246,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,431.1377246,3.1647,0.7130451,0.975,1.642,7.2,0.0167,3.148,5,0.694444444,0,0.001,0.000434077
916,519,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,10.5,0.0165,636.3636364,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,636.3636364,3.4345,0.735159593,1.106,1.75,10.5,0.0165,3.418,9,0.857142857,0,0.001,0.000434077
917,216,Gud,T1_M3,ALP3,D,1,3,3,1,31,Warm_Dry,34,0.1001,339.6603397,Mc,Tc2,Mc-2,Tc2_Mc-2,2,-2,339.6603397,3.4081,0.733044713,0.872,1.968,34,0.1001,3.308,8,0.235294118,0,0.001,0.000434077
918,78,Hog,T2_M2,INT2,D,2,2,3,1,31,Warm_Dry,16.2,0.0363,446.2809917,Mc,Tc1,Mc-1,Tc1_Mc-1,1,-1,446.2809917,2.7983,0.681087398,0.73,1.618,16.2,0.0363,2.762,8,0.49382716,0,0.001,0.000434077
921,145,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,4.3,0.007,614.2857143,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,614.2857143,2.347,0.63818964,0.83,1.135,4.3,0.007,2.34,13,3.023255814,0,0.001,0.000434077
928,146,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,135.2,0.22,614.5454545,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,614.5454545,2.707,0.672744198,0.629,1.403,135.2,0.22,2.487,11,0.081360947,0,0.001,0.000434077
930,526,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,5.8,0.0071,816.9014085,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,816.9014085,3.6811,0.754432434,0.86,2.338,5.8,0.0071,3.674,12,2.068965517,0,0.001,0.000434077
932,101,Hog,T2_M2,INT2,D,2,2,3,1,31,Warm_Dry,2,0.004,500,Mc,Tc1,Mc-1,Tc1_Mc-1,1,-1,500,2.865,0.687082845,0.732,1.732,2,0.004,2.861,8,4,0,0.001,0.000434077
934,404,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,12.8,0.0375,341.3333333,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,341.3333333,3.0865,0.706419049,0.848,1.659,12.8,0.0375,3.049,11,0.859375,0,0.001,0.000434077
937,475,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,2.3,0.0053,433.9622642,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,433.9622642,2.2123,0.624519294,0.589,1.199,2.3,0.0053,2.207,13,5.652173913,0,0.001,0.000434077
940,51,Hog,T2_M2,INT2,D,2,2,3,1,31,Warm_Dry,96.8,0.1282,755.0702028,Mc,Tc1,Mc-1,Tc1_Mc-1,1,-1,755.0702028,2.8212,0.683155148,0.735,1.583,96.8,0.1282,2.693,9,0.092975207,0,0.001,0.000434077
946,123,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,41,0.0988,414.9797571,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,414.9797571,2.9098,0.691063802,0.654,1.727,41,0.0988,2.811,19,0.463414634,0,0.001,0.000434077
948,478,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,15.1,0.0338,446.7455621,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,446.7455621,2.4218,0.645599095,0.63,1.272,15.1,0.0338,2.388,9,0.59602649,0,0.001,0.000434077
952,410,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,20.5,0.0334,613.7724551,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,613.7724551,2.8014,0.681367888,0.912,1.322,20.5,0.0334,2.768,9,0.43902439,0,0.001,0.000434077
953,244,Ram ,T2_M3,INT3,D,2,3,3,1,31,Warm_Dry,16.2,0.0425,381.1764706,Mc,Tc1,Mc-2,Tc1_Mc-2,1,-2,381.1764706,1.6735,0.565080044,0.587,0.812,16.2,0.0425,1.631,3,0.185185185,0,0.001,0.000434077
954,291,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,17.7,0.0434,407.8341014,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,407.8341014,2.5814,0.660998211,0.625,1.566,17.7,0.0434,2.538,11,0.621468927,0,0.001,0.000434077
956,351,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,9.9,0.0097,1020.618557,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,1020.618557,3.6247,0.750099364,0.832,2.3,9.9,0.0097,3.615,18,1.818181818,0,0.001,0.000434077
957,127,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,7.9,0.0164,481.7073171,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,481.7073171,3.3164,0.725617649,0.745,2.246,7.9,0.0164,3.3,13,1.64556962,0,0.001,0.000434077
959,482,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,5.1,0.019,268.4210526,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,268.4210526,2.63,0.665580991,0.807,1.421,5.1,0.019,2.611,7,1.37254902,0,0.001,0.000434077
963,413,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,27.2,0.0497,547.2837022,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,547.2837022,2.6707,0.669381973,0.885,1.324,27.2,0.0497,2.621,4,0.147058824,0,0.001,0.000434077
964,247,Ram ,T2_M3,INT3,D,2,3,3,1,31,Warm_Dry,4.2,0.0073,575.3424658,Mc,Tc1,Mc-2,Tc1_Mc-2,1,-2,575.3424658,2.7543,0.677086583,0.761,1.616,4.2,0.0073,2.747,11,2.619047619,0,0.001,0.000434077
974,415,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,2.3,0.0079,291.1392405,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,291.1392405,3.0359,0.702077098,1.024,1.51,2.3,0.0079,3.028,10,4.347826087,0,0.001,0.000434077
976,294,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,28.2,0.0542,520.295203,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,520.295203,2.4542,0.648769714,0.69,1.345,28.2,0.0542,2.4,8,0.283687943,0,0.001,0.000434077
981,487,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,7.3,0.0196,372.4489796,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,372.4489796,2.7696,0.678481959,0.744,1.493,7.3,0.0196,2.75,8,1.095890411,0,0.001,0.000434077
987,296,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,46.7,0.0939,497.3375932,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,497.3375932,2.3129,0.634769389,0.59,1.202,46.7,0.0939,2.219,7,0.149892934,0,0.001,0.000434077
990,130,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,8,0.0151,529.8013245,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,529.8013245,2.4021,0.643659904,0.678,1.343,8,0.0151,2.387,14,1.75,0,0.001,0.000434077
992,494,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,1.8,0.004,450,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,450,2.528,0.655906418,0.485,1.758,1.8,0.004,2.524,8,4.444444444,0,0.001,0.000434077
994,201,Gud,T1_M3,ALP3,D,1,3,3,1,31,Warm_Dry,70.8,0.1391,508.9863408,Mc,Tc2,Mc-2,Tc2_Mc-2,2,-2,508.9863408,2.0261,0.604884558,0.488,0.997,70.8,0.1391,1.887,10,0.141242938,0,0.001,0.000434077
997,251,Ram ,T2_M3,INT3,D,2,3,3,1,31,Warm_Dry,15.2,0.0347,438.0403458,Mc,Tc1,Mc-2,Tc1_Mc-2,1,-2,438.0403458,2.6857,0.67077448,0.874,1.204,15.2,0.0347,2.651,17,1.118421053,0,0.001,0.000434077
1003,495,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,2.8,0.0057,491.2280702,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,491.2280702,2.9297,0.692820491,0.868,1.539,2.8,0.0057,2.924,11,3.928571429,0,0.001,0.000434077
1006,66,Hog,T2_M2,INT2,D,2,2,3,1,31,Warm_Dry,6.9,0.0112,616.0714286,Mc,Tc1,Mc-1,Tc1_Mc-1,1,-1,616.0714286,2.3192,0.635403314,0.526,1.419,6.9,0.0112,2.308,8,1.15942029,0,0.001,0.000434077
1007,426,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,1.8,0.0037,486.4864865,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,486.4864865,2.1907,0.622286572,0.668,1.121,1.8,0.0037,2.187,11,6.111111111,0,0.001,0.000434077
1009,299,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,13.2,0.0374,352.9411765,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,352.9411765,2.2274,0.626073343,0.504,1.406,13.2,0.0374,2.19,7,0.53030303,0,0.001,0.000434077
1021,574,Ulv,T1_M1,ALP1,D,1,1,3,1,31,Warm_Dry,37.1,0.0625,593.6,Mc,Tc2,Mc0,Tc2_Mc0,2,0,593.6,2.1365,0.616633029,0.522,1.196,37.1,0.0625,2.074,7,0.188679245,0,0.001,0.000434077
1027,204,Gud,T1_M3,ALP3,D,1,3,3,1,31,Warm_Dry,28,0.0364,769.2307692,Mc,Tc2,Mc-2,Tc2_Mc-2,2,-2,769.2307692,1.8024,0.580057801,0.419,1.006,28,0.0364,1.766,8,0.285714286,0,0.001,0.000434077
1028,71,Hog,T2_M2,INT2,D,2,2,3,1,31,Warm_Dry,3,0.0028,1071.428571,Mc,Tc1,Mc-1,Tc1_Mc-1,1,-1,1071.428571,1.9468,0.59624512,0.489,1.211,3,0.0028,1.944,7,2.333333333,0,0.001,0.000434077
1031,310,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,1.3,0.0025,520,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,520,1.9855,0.600482813,0.618,1.078,1.3,0.0025,1.983,6,4.615384615,0,0.001,0.000434077
1032,580,Ulv,T1_M1,ALP1,D,1,1,3,1,31,Warm_Dry,11,0.016,687.5,Mc,Tc2,Mc0,Tc2_Mc0,2,0,687.5,2.203,0.62355939,0.496,1.418,11,0.016,2.187,5,0.454545455,0,0.001,0.000434077
1033,374,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,104.4,0.1305,800,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,800,2.6835,0.670570525,0.561,1.442,104.4,0.1305,2.553,9,0.086206897,0,0.001,0.000434077
1034,140,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,74.7,0.0957,780.5642633,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,780.5642633,2.1047,0.613281421,0.328,1.183,74.7,0.0957,2.009,10,0.133868809,0,0.001,0.000434077
1039,74,Hog,T2_M2,INT2,D,2,2,3,1,31,Warm_Dry,5.8,0.0098,591.8367347,Mc,Tc1,Mc-1,Tc1_Mc-1,1,-1,591.8367347,2.1618,0.619281206,0.476,1.429,5.8,0.0098,2.152,4,0.689655172,0,0.001,0.000434077
1040,436,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,84,0.1562,537.7720871,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,537.7720871,2.6102,0.663719766,0.468,1.581,84,0.1562,2.454,10,0.119047619,0,0.001,0.000434077
1041,255,Ram ,T2_M3,INT3,D,2,3,3,1,31,Warm_Dry,6.1,0.0087,701.1494253,Mc,Tc1,Mc-2,Tc1_Mc-2,1,-2,701.1494253,1.9367,0.59513232,0.659,0.856,6.1,0.0087,1.928,14,2.295081967,0,0.001,0.000434077
1042,314,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,12.9,0.0285,452.6315789,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,452.6315789,2.3695,0.640431744,0.575,1.408,12.9,0.0285,2.341,11,0.852713178,0,0.001,0.000434077
1043,581,Ulv,T1_M1,ALP1,D,1,1,3,1,31,Warm_Dry,1.3,0.0016,812.5,Mc,Tc2,Mc0,Tc2_Mc0,2,0,812.5,2.6506,0.667508987,0.548,1.655,1.3,0.0016,2.649,14,10.76923077,0,0.001,0.000434077
1047,521,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,2.5,0.0032,781.25,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,781.25,2.0572,0.608226417,0.509,1.172,2.5,0.0032,2.054,13,5.2,0,0.001,0.000434077
1048,694,Fau,T3_M1,LOW1,D,3,1,3,1,31,Warm_Dry,50.3,0.1046,480.8795411,Mc,Tc0,Mc0,Tc0_Mc0,0,0,480.8795411,2.9816,0.697368853,0.365,1.862,50.3,0.1046,2.877,12,0.238568588,0,0.001,0.000434077
1049,210,Gud,T1_M3,ALP3,D,1,3,3,1,31,Warm_Dry,6.6,0.0074,891.8918919,Mc,Tc2,Mc-2,Tc2_Mc-2,2,-2,891.8918919,2.3174,0.635222287,0.556,1.368,6.6,0.0074,2.31,18,2.727272727,0,0.001,0.000434077
1053,315,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,3.8,0.0132,287.8787879,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,287.8787879,3.2692,0.721744683,0.791,1.981,3.8,0.0132,3.256,10,2.631578947,0,0.001,0.000434077
1054,584,Ulv,T1_M1,ALP1,D,1,1,3,1,31,Warm_Dry,35,0.0567,617.2839506,Mc,Tc2,Mc0,Tc2_Mc0,2,0,617.2839506,2.8497,0.685714874,0.575,1.842,35,0.0567,2.793,5,0.142857143,0,0.001,0.000434077
1062,438,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,11.8,0.0235,502.1276596,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,502.1276596,2.4915,0.652391404,0.555,1.489,11.8,0.0235,2.468,11,0.93220339,0,0.001,0.000434077
1065,587,Ulv,T1_M1,ALP1,D,1,1,3,1,31,Warm_Dry,52,0.1069,486.4359214,Mc,Tc2,Mc0,Tc2_Mc0,2,0,486.4359214,3.1739,0.713818031,0.782,1.683,52,0.1069,3.067,10,0.192307692,0,0.001,0.000434077
1067,150,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,13.3,0.0288,461.8055556,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,461.8055556,2.5638,0.659326604,0.646,1.485,13.3,0.0288,2.535,15,1.127819549,0,0.001,0.000434077
1069,528,Arh,T3_M3,LOW3,D,3,3,3,1,31,Warm_Dry,13.3,0.0179,743.0167598,Mc,Tc0,Mc-2,Tc0_Mc-2,0,-2,743.0167598,2.5379,0.656854921,0.799,1.304,13.3,0.0179,2.52,11,0.827067669,0,0.001,0.000434077
1072,83,Hog,T2_M2,INT2,D,2,2,3,1,31,Warm_Dry,32.6,0.0378,862.4338624,Mc,Tc1,Mc-1,Tc1_Mc-1,1,-1,862.4338624,1.5008,0.5441673,0.302,0.939,32.6,0.0378,1.463,5,0.153374233,0,0.001,0.000434077
1073,441,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,10.2,0.0243,419.7530864,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,419.7530864,2.3923,0.642691995,0.59,1.476,10.2,0.0243,2.368,5,0.490196078,0,0.001,0.000434077
1074,268,Ram ,T2_M3,INT3,D,2,3,3,1,31,Warm_Dry,35.1,0.0579,606.2176166,Mc,Tc1,Mc-2,Tc1_Mc-2,1,-2,606.2176166,2.7579,0.67741531,0.65,1.454,35.1,0.0579,2.7,16,0.455840456,0,0.001,0.000434077
1076,588,Ulv,T1_M1,ALP1,D,1,1,3,1,31,Warm_Dry,78,0.1265,616.6007905,Mc,Tc2,Mc0,Tc2_Mc0,2,0,616.6007905,3.2635,0.721274627,0.398,2.409,78,0.1265,3.137,6,0.076923077,0,0.001,0.000434077
1078,155,Vik,T3_M2,LOW2,D,3,2,3,1,31,Warm_Dry,19,0.0549,346.0837887,Mc,Tc0,Mc-1,Tc0_Mc-1,0,-1,346.0837887,2.8439,0.685195169,0.395,2.075,19,0.0549,2.789,5,0.263157895,0,0.001,0.000434077
1083,88,Hog,T2_M2,INT2,D,2,2,3,1,31,Warm_Dry,9,0.0149,604.0268456,Mc,Tc1,Mc-1,Tc1_Mc-1,1,-1,604.0268456,1.0619,0.485991003,0.318,0.544,9,0.0149,1.047,7,0.777777778,0,0.001,0.000434077
1086,321,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,1.4,0.0098,142.8571429,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,142.8571429,2.0538,0.607862318,0.54,1.163,1.4,0.0098,2.044,5,3.571428571,0,0.001,0.000434077
1090,648,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry,8.3,0.0171,485.380117,Mc,Tc1,Mc0,Tc1_Mc0,1,0,485.380117,2.0171,0.603912643,0.031,1.169,8.3,0.0171,2,8,0.963855422,0,0.001,0.000434077
1093,214,Gud,T1_M3,ALP3,D,1,3,3,1,31,Warm_Dry,11.3,0.0248,455.6451613,Mc,Tc2,Mc-2,Tc2_Mc-2,2,-2,455.6451613,1.5948,0.555674733,0.435,0.846,11.3,0.0248,1.57,8,0.707964602,0,0.001,0.000434077
1094,92,Hog,T2_M2,INT2,D,2,2,3,1,31,Warm_Dry,26.6,0.0638,416.9278997,Mc,Tc1,Mc-1,Tc1_Mc-1,1,-1,416.9278997,2.3848,0.641949789,0.475,1.471,26.6,0.0638,2.321,5,0.187969925,0,0.001,0.000434077
1095,446,Ovst,T3_M4,LOW4,D,3,4,3,1,31,Warm_Dry,3.1,0.0077,402.5974026,Mc,Tc0,Mc-3,Tc0_Mc-3,0,-3,402.5974026,2.0287,0.605164929,0.624,0.899,3.1,0.0077,2.021,6,1.935483871,0,0.001,0.000434077
1096,278,Ram ,T2_M3,INT3,D,2,3,3,1,31,Warm_Dry,8.8,0.0221,398.1900452,Mc,Tc1,Mc-2,Tc1_Mc-2,1,-2,398.1900452,2.9461,0.694262893,0.836,1.617,8.8,0.0221,2.924,9,1.022727273,0,0.001,0.000434077
1097,323,Skje,T1_M4,ALP4,D,1,4,3,1,31,Warm_Dry,93.8,0.1995,470.1754386,Mc,Tc2,Mc-3,Tc2_Mc-3,2,-3,470.1754386,2.1205,0.614949918,0.576,1.022,93.8,0.1995,1.921,9,0.095948827,0,0.001,0.000434077
1099,395,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,8.2,0.0217,377.8801843,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,377.8801843,2.5137,0.654532691,0.642,1.462,8.2,0.0217,2.492,8,0.975609756,0,0.001,0.000434077
982,683,Fau,T3_M1,LOW1,D,3,1,3,1,31,Warm_Dry,152.2,0.2892,526.2793914,Mc,Tc0,Mc0,Tc0_Mc0,0,0,526.2793914,2.4512,0.648477108,0.54,1.035,152.2,0.2892,2.162,5,0.032851511,1,0.007570302,0.003275358
984,61,Hog,T2_M2,INT2,D,2,2,3,1,31,Warm_Dry,105.3,0.2168,485.701107,Mc,Tc1,Mc-1,Tc1_Mc-1,1,-1,485.701107,3.9518,0.774648329,0.89,2.32,105.3,0.2168,3.735,12,0.113960114,1,0.010496676,0.004534889
1066,379,Ves,T2_M4,INT4,D,2,4,3,1,31,Warm_Dry,99.8,0.1264,789.556962,Mc,Tc1,Mc-3,Tc1_Mc-3,1,-3,789.556962,2.1854,0.62173697,0.464,1.177,99.8,0.1264,2.059,16,0.160320641,1,0.01102004,0.004759764
1013,625,Alr,T2_M1,INT1,D,2,1,3,1,31,Warm_Dry,188.8,0.3247,581.4598091,Mc,Tc1,Mc0,Tc1_Mc0,1,0,581.4598091,2.8117,0.682298542,0.569,1.32,188.8,0.3247,2.487,10,0.052966102,2,0.01159322,0.00500591
